Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Marketing Data Analyst,$72K-$121K (Glassdoor est.),"About Televerde

Televerde helps global B2B organizations generate demand and accelerate sales through a combination of omni-channel marketing solutions involving data solutions, marketing technology and highly skilled sales professionals. Since inception in 1994, Televerde has been a purpose-driven company generating more than $8 billion in revenue for its clients. To learn more, visit https: www.televerde.com.

Job Purpose

Televerde is searching for an experienced Marketing Data Analyst to join our Corporate Marketing team. The ideal candidate should be highly skilled in all aspects of data hygiene and analytics, including mining, generation, and visualization. Additionally, you should be committed to transforming data into readable, goal-driven reports for continued innovation and growth and build propensity models and support hyper audience segmentation. This role reports directly to the Global VP of Marketing and Marketing Services.

Objectives of this Role
Develop, implement, and maintain leading-edge analytic systems, taking complicated problems and building simple frameworks
Identify trends and opportunities for Marketing growth through synthesis and analysis of complex data sets
Evaluate organizational methods and provide source-to-target mappings and information-model specification documents for data sets
Create best-practice reports based on data mining, analysis, and visualization
Evaluate internal systems for efficiency, problems, and inaccuracies, developing and maintaining protocols for handling, processing, and cleaning data
Work directly with Marketing management and users to gather requirements, provide status updates, and build relationships
Daily and Monthly Responsibilities
Create and maintain data hygiene across all Marketing and Sales databases
Work closely with Marketing, Marketing Services and Sales Operations to understand and maintain focus on analytical needs, including identifying critical metrics and KPIs, and deliver actionable insights to relevant decision-makers
Proactively analyze data to answer key questions from stakeholders or out of self-initiated curiosity with an eye for what drives business performance, investigating and communicating areas for improvement in efficiency and productivity
Create and maintain rich interactive visualizations through data interpretation and analysis integrating various reporting components from multiple data sources
Define and implement data acquisition and integration logic, selecting appropriate combination of methods and tools within defined technology stack to ensure optimal scalability and performance of the solution
Develop and maintain databases by acquiring data from primary and secondary sources, and build scripts that will make our data evaluation process more flexible or scalable across data sets
Support Corporate and Client Demand campaigns with propensity modeling and audience segmentation insights
Skills and Qualifications
Bachelors degree in Mathematics, Computer Science, Economics, or Statistics
3+ years experience mining data as a data analyst
Proven analytic skills, including mining, evaluation, analysis, and visualization
Technical writing experience in relevant areas, including queries, reports, and presentations
Strong SQL or Excel skills with the ability to learn other analytic tools
Some experience with Marketo, Eloqua and Salesforce
Preferred Qualifications
Prior experience with database and model design and segmentation techniques
Strong programming experience with frameworks including XML, Javascript, and ETL
Practical experience in statistical analysis through the use of statistical packages including Excel, SPSS, and SAS
Proven success in a collaborative, team-oriented environment",3.3,"Televerde
3.3",Remote,"Phoenix, AZ",501 to 1000 employees,1994,Company - Private,Consulting,Business Services,$50 to $100 million (USD),"BAO, N3, MarketOne"
Data Analyst II,$72K-$121K (Glassdoor est.),"The Data Analyst II is responsible for data entry and maintenance for our integrated enterprise system (SAP). As part of the Data Integrity team, this position is responsible for the accurate entry of data into SAP. The Data Integrity team is responsible for the efficient and effective management of part master data. This will require an individual with exceptional attention to detail, intermediate to advanced computer skills, in-depth knowledge of our business, products and processes.

WORK PERFORMED

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required.

Essential Functions of the Job:

Product Data – Responsible for managing product information levels to established standards
Maintain data to meet company standards
Data includes images, technical specifications and other data elements
Ensure automated data feeds successfully populate materials
Manually populate non-automated data as necessary via proprietary system
Identify system enhancements to improve automated processes and quality of information
Perform audits to ensure accuracy of assigned manufacturers or categories
Communicate with providers and manufacturers to ensure complete product data is supplied
Request necessary information
Identify areas of improvement and provide feedback
Review data standards for assigned manufacturers and/or categories
Implement data standard improvements through manual and automated means to meet needs
Provide customer service support for both external and internal customers
Support and validate teammate adherence to master data policies.
Material Maintenance – Responsible for maintaining product catalog to established standards; Performing Price File Maintenance
Review automated data feeds for successful materials creation
Ensure materials are created correctly via download process
Identify and communicate reasons for automated failures to improve process
Manually process download failures
Determine if Sales requests meet Insight Catalog Policy
Review opportunities and determine if it is appropriate business for Insight
Provide guidance to address future opportunities
Ensure materials are not added to the catalog that do not fit Insight strategy
Manually create non-automated materials proactively or reactively according to company policy
Create materials via proprietary systems and/or SAP
Determine appropriate source, costing and categorization
Process internal requests for creation
Discontinue materials that are no longer available and/or based on company policy
Other projects – Responsible for completing additional projects and assignments as required by the department
All other assigned duties
MINIMUM REQUIREMENTS

Education and/or Experience:

Associates degree or above from a college or university; or 3 years industry work experience.

KNOWLEDGE, SKILLS, AND ABILITIES

Following are the skills, knowledge and abilities necessary to perform this job
Advanced spreadsheet skills
Ability to analyze and troubleshoot information for resolution
Ability to work well in cross-functional teams
Ability to multi-task in a fast-paced environment
Ability to meet aggressive service-level agreements
Ability to take a complex process or technology and create easy-to-follow copy
Excellent written and verbal communication, with strong editing skills
Knowledge of AP style
Vast knowledge of technical writing and styles associated with it
Collaborating with marketing and IT on search engine relevancy as it relates to parts data’s influence
Proficiency with MS Word, Excel, Outlook and SAP.
Ability to write reports and/or business correspondence.
Ability to effectively present information and respond to questions from groups of managers, customers, other employees.
Ability to effectively present information to other departments and manufacturer representatives.
Ability to read, analyze, and interpret business documents.
Ability to effectively communicate via email, phone and in person.
Ability to understand processes and identify areas of improvement.
Ability to multi-task and demonstrate strong organizational details.",4.0,"Insight Enterprises, Inc.
4.0","Plano, TX","Tempe, AZ",5001 to 10000 employees,1988,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),"CDW, PCM, SHI International"
Data Scientist,$72K-$121K (Glassdoor est.),"As a part of the Data Science team, you will run the development of next-generation platforms for customers micro-segmentation, clusterization, behavior analysis, and prediction as well as building up new improved recommendation systems for the customers.

You will use your expertise to design data science models and frameworks, data processing pipelines, and lead efforts of the ML models productization.

You will use project management skills to manage the deliverables and ensure all stakeholder work is complete on time. You will also manage stakeholder communications and present your project across a wide spectrum of management levels.

Data Scientist is supposed to handle complex problems independently and demonstrate analytical thinking. At this position, you should be able to make judgments and recommendations based on the analysis and interpretation of data.

The position requires excellent communication skills and experience working directly with technical teams as well as with business stakeholders. Being able to present findings in a meaningful and clear way is a must.

Responsibilities:
Work with a team of skilled data scientists and data engineers
Plan the R&D process to fit sprint goals as well as the project milestones.
Design a new solution architecture for customers clusterization, NLP, and prediction analysis.
Drive the collection, cleaning, processing, and analysis of new and existing data sources.
Lead ML models development using Python/Tensorflow/Keras/Spark stack.
Communicate with business stakeholders to clarify their requirements and present the teamwork results.
Learn & stay current on developments in one or more analytics domains: Optimization, Machine Learning, Deep Learning / AI, Simulation, etc.
Requirements:
Advanced degree (MS/PhD) in a relevant technical field (e.g., Computer Science, Mathematics, Applied Mathematics, Statistics, Operations Research) with 5+ years’ experience in related data science, analytics, and model building roles.
Strong practical knowledge of analytical techniques and methodologies such as machine learning (supervised and unsupervised techniques), segmentation, time series modeling, response modeling, lift modeling, survival analysis.
Experience with look-alike modeling and sequential-input models, RNNs (LSTM, GRU, etc.)
Experience with NLP and textual data analysis.
Strong working experience in Python, SQL and NoSQL DBs.
Practical skills in usage of big data technologies and tools including Hadoop, MapReduce, Hive, Spark.
Fluency in such technologies like Tensorflow, keras, scikit, gensim, stanfordNLP, PySpark.
Understanding of and experience with customer intelligence & marketing domains a plus.
Great communication and presentation skills. Proven ability to present progress made by the team to senior business management and the project stakeholders.
Familiarity with cloud ML Platforms (Google AI Platform, Amazon Sagemaker, MS Azure AI Platform) is a plus.
Experience in working across different global cultures is a plus.
We offer:
Opportunity to work on bleeding-edge projects
Work with a highly motivated and dedicated team
Very competitive salary
Flexible schedule
Medical insurance
Benefits program
Corporate social events
Professional development opportunities
NB:

Placement and Staffing Agencies need not apply. We do not work with C2C at this time. At this moment, we are not able to process H1B transfers. Applicants with CPT and OPT visas are welcome to apply.

About Us:

Grid Dynamics is the engineering services company known for transformative, mission-critical cloud solutions for retail, finance and technology sectors.

We architected some of the busiest e-commerce services on the Internet and have never had an outage during the peak season.

Founded in 2006 and headquartered in San Ramon, California with offices throughout the US and Eastern Europe, we focus on big data analytics, omnichannel services, DevOps, and cloud enablement.",3.9,"Grid Dynamics
3.9","Atlanta, GA","San Ramon, CA",1001 to 5000 employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),"Luxoft, EPAM, Capgemini Invent"
Data Scientist -,$72K-$121K (Glassdoor est.),"Our Mission
We’re here to create a safer, happier and more mindful future for all with the help of data science, engineering, design, and mobile technology. We're starting by reinventing insurance, by rethinking the technologies that enable it, but our true goal is to build a platform that rewards people for driving well — creating safer roads with fewer accidents in the process.

Backed by impressive funding, we're poised to re-engineer a trillion-dollar category. We’re using rich customer insights, advanced technology and data science to build our cloud-native InsurTech solution. We're out to change behavior and promote mindful living.

Job Requirements
You must have all the skills and experiences associated with one of the options below. These options change over time and reflect the current needs of the team.
Option one - Telematics ML
Machine learning: Kaggle grandmaster-level skills with history of deploying models to production
Telematics experience: You have led telematics modeling at a major company known for telematics
Software development in Python: Strong scientific Python skills using pandas, scikit-learn, and statsmodels, as well as strong understanding of model deployment patterns
Option two - Telematics DL
Deep learning: Experience contributing new deep learning research to solve previously unsolved problems
Telematics experience: You have led telematics modeling at a major company known for telematics
Software development in Python: Strong scientific Python skills using pandas, scikit-learn, and statsmodels, as well as strong understanding of model deployment patterns
Option Three - Contact Center Optimization
Contact center knowledge: You are an expert at using data science methods to optimize contact centers
Machine learning: Strong understanding of ML theory with significant applied experience
Software development in Python: Strong scientific Python skills using pandas, scikit-learn, and statsmodels, as well as strong understanding of model deployment patterns
More details
Salary: We invest in first-rate people and pay top-of-market salaries for most positions, factoring in experience, talent and location. We do not offer equity.
Benefits: Medical, dental, vision, 401(k), wellness reimbursement, four weeks of vacation + six weeks of parental leave, and great work-life balance. Our office building offers on-site shower and bike stalls, and panoramic views of San Francisco.
Location: Due to COVID-19 our teams are all working remotely through 2020. We provide an in-home office set-up including laptop, monitor, ergonomic desk, chair and other items as needed
Location: Post COVID-19: San Francisco, CA near Montgomery Bart Station
All are welcome at Blue Owl. We are an equal opportunity and affirmative action employer who values diversity and inclusion and looks for applicants who understand, embrace and thrive in a multicultural world. We do not discriminate on the basis of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

If you are a San Francisco resident, please read the City and County of San Francisco's Fair Chance Ordinance notice.
https://sfgov.org/olse/sites/default/files/FCO%20poster2020.pdf",4.5,"Blue Owl
4.5","San Francisco, CA","San Francisco, CA",51 to 200 employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
Mid Data Scientist,$72K-$121K (Glassdoor est.),"Mid Data Scientist

Job Details
Level
Experienced
Job Location
Remote, Telework - , VA
Position Type
Full Time
Travel Percentage
None
Job Shift
Normal Business Hours
Job Category
Information Technology
Description
What will you be doing?:
Building solutions to give time back to analysts to perform analytics giving them more relevant and accurate data from the various data sources they may not be aware of while maintaining referenceable data provenance.
Research and develop categorization, correlation, and learning models for data analysis and data discovery
Collaborate with customers and stakeholders to devise possible solutions for data sharing environments
Keep up-to-date with the latest technology trends, communicating results and ideas to key decision makers
Implement new statistical or other mathematical methodologies as needed for specific models or analysis
Support synergizing data solutions with IT requirements management products for new initiatives to include data modeling
Communicate and coordinate with program stakeholders
The Company:
We opened our doors in 2003 and have developed long-standing relationships with our customers, both public and private
We’re an SBA 8(a) and CVE certified Service Disabled Veteran Owned Small Business
We’re ISO 27001:2013, ISO 20000-1:2011, and ISO 9001:2015 certified and have CMMI DEV and SVC ML3 ratings
We’ve been named part of: Inc 5000’s Fastest Growing Private Companies in 2016; Washington Business Journal’s Fastest Growing Companies in 2015, 2016 and 2017; Washington Business Journal’s Best Places to Work in 2015, 2016 and 2017
The Employer:
We offer great benefits - Paid Time Off, Medical, Dental and Vision Insurance, 401(k) with company matching
We invest in our employees – We offer an annual training budget to our employees and opportunities for growth within the organization
We work hard, we play hard – We value work/life balance. We hold seasonal company events and a Washington Nationals Season Tickets lottery
Qualifications
Required:
7+ years of relevant experience
Experience in theoretical and practical background in statistical analysis, machine learning, predictive modeling, and/or optimization.
Experience developing in languages commonly used for data analysis such as Python, R, Julia, or SAS
Experience working with databases such as SQL or MongoDB.
Experience working with large-scale data sets.
Experience producing data visualizations for a variety of different audiences.
Excellent verbal and written communications skills along with the ability to present technical data and approaches to both technical and non- technical audiences.
Clearance Requirements:
Must have an active Secret clearance.
This position is contingent upon budget, and/or customer approval.

IT Concepts is an Affirmative Action/Equal Opportunity employer. As such, any personnel decisions (hire, promotion, job status, etc.) on applicants and/or employees are based on merit, qualifications, competence and business needs, not on race, color, citizenship status, national origin, ancestry, gender, sexual orientation, gender identity, age, religion, creed, physical or mental disability, pregnancy, childbirth or related medical condition, genetic information of the employee or family member of the employee, marital status, veteran status, political affiliation, or any other factor protected by federal, state or local law.

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. Reasonable Accommodations may be made to enable qualified individuals with disabilities to perform the essential functions.",4.8,"IT Concepts
4.8",Remote,"Vienna, VA",51 to 200 employees,2003,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1
Scientist,$72K-$121K (Glassdoor est.),"Karius is a venture-backed life science startup focused on transforming the way infectious diseases are diagnosed. Combining Next-Generation Sequencing and proprietary data analysis, we can identify over 1,000 pathogens from a single blood sample with typical turnaround time in one business day. By unlocking the information present in microbial cell-free DNA, we're helping doctors quickly solve their most challenging cases, with a future vision of accelerating clinical trials, discovering new microbes, and reducing patient suffering worldwide.
Position Summary
We are looking for an extraordinary scientist to develop NGS-based clinical diagnostic assays into robust clinical products. The ideal candidate will design and execute superior assay development plans, optimize assays for astounding efficiency and robustness, identify in-line quality control measures that ensure industry-leading data integrity. If you are highly experienced in developing novel diagnostic approaches for nucleic acid detection as well as assay optimization, have worked extensively with NGS workflows and are eager to do the best work of your life, we should talk!
Reports to Director, Research
Location Redwood City, CA
Responsibilities:
· Independently generate and evaluate new methods, technologies and processes.
· Design and execute experiments that ensure efficient and robust protocols
· Achieve an ideal balance of assay integrity and work-flow simplicity through clever in-line quality control measures and assay monitoring strategies
· Enable operational superiority through workflows compatible with automation
· Assist in the design and execution of analytical and clinical validation studies
· Act as a key contributor within integrated and multidisciplinary teams developing new and improving existing clinical assay.
· Create and maintain SOPs in the context of CLIA/CAP environment
· Perform calculations and data analysis
· Generate new IP to maintain Karius’ leadership position in the field of infectious disease diagnostics.
· Perform other duties, as needed
Travel: No travel required
Physical Requirements:
Subject to extended periods of sitting and/or standing, vision to monitor and moderate noise levels. Work is generally performed in an office, lab or clinical environment.
Position Requirements:
· PhD with minimum 5 years relevant experience building robust diagnostic products
· Demonstrated proficiency taking clinical diagnostic assays through research and development
· Experience with product development in CLIA/CAP or IVD environments
· Follow GLPs and SOPs, and adhere to all safety and company policies
· Expertise with RNA- and/or DNA-based Next-Generation Sequencing sample preparation technologies
Personal Qualifications:
· Must be an excellent communicator and able to summarize key findings, risks in a succinct manner including the ability to present information to stakeholders
· Ability to anticipate and identify potential roadblocks to meeting goals and identify corrective actions
· Display a high level of commitment and professionalism and is truly passionate about being at the cutting edge of science and generating the appropriate clinical evidence
· Ability to work independently, collaboratively and manage deadlines
· Exemplary project management skills with the ability to build schedules and mitigate against timeline delays
· Strong communication and presentation skills

At Karius, we value a diverse and inclusive workplace and provide equal employment opportunity for all applicants and employees and are committed to honor and invest in the full diversity of people, in our hiring, recruiting and development of employees across the Company. All qualified applicants for employment are encouraged to apply and will be considered without regard to an individual’s race, color, sex, gender identity and gender expression (including transgender individuals who are transitioning, have transitioned, or are perceived to be transitioning to the gender with which they identify), religion, age, national origin or ancestry, citizenship, physical or mental disability, medical condition, family care status, marital status, domestic partner status, sexual orientation, genetic information, military or veteran status, or any other basis protected by federal, state or local laws. If you are unable to submit your application due to a disability, please contact us at recruiting@kariusdx.com and we will accommodate qualified individuals with disabilities.



At Karius, we value a diverse and inclusive workplace and provide equal employment opportunity for all applicants and employees and are committed to honor and invest in the full diversity of people, in our hiring, recruiting and development of employees across the Company. All qualified applicants for employment are encouraged to apply and will be considered without regard to an individual’s race, color, sex, gender identity and gender expression (including transgender individuals who are transitioning, have transitioned, or are perceived to be transitioning to the gender with which they identify), religion, age, national origin or ancestry, citizenship, physical or mental disability, medical condition, family care status, marital status, domestic partner status, sexual orientation, genetic information, military or veteran status, or any other basis protected by federal, state or local laws. If you are unable to submit your application due to a disability, please contact us at recruiting@kariusdx.com and we will accommodate qualified individuals with disabilities.",2.4,"Karius
2.4","Redwood City, CA","Redwood City, CA",51 to 200 employees,2014,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
Data Scientist Architect,$72K-$121K (Glassdoor est.),"This career opportunity is in our Minneapolis office. This individual contributor position will be a member of a high-performing technology team that leads the firm in Business Intelligence and data services by providing architectural guidance, technological vision and solution development. Specifically, this position will be utilizing advanced analytics, data science and machine learning to give our business and our products a competitive advantage. It includes understanding and managing the data, how it interconnects and architecting data for self-serve BI and BA opportunities. This position is for a person that is both business savvy and an expert in data analytics/data science that enjoys framing a problem, shaping & creating solutions and helping to champion implementation.

PRIMARY DUTIES AND RESPONSIBILITIES
Identify and prioritize business use cases. Understand the business, strategy and work with business leaders to identify and prioritize problems that advanced analytics is suited to solve. Effectively communicate these ideas to senior management. In other words, translate business problems into advanced analytics/data science projects and lead in quantifying the various types of risk and rewards that allow these projects to be prioritized.
Stakeholder thought partner to stakeholders by understanding the business needs through a deep knowledge of business operations, the key strategic objectives of our stakeholders, and what stakeholders need to achieve those strategic objectives. Seen by the stakeholder as an extension of their team and brought in for strategic and operational conversations.
Operationalize data and analytic products while also making sure they continue to deliver value. Be able to tell the story of how data and analytics is positively impacting stakeholders. Work closely with the business to achieve real value through informed decisions and improved actions.
Give direction and insight on all data analytics large initiatives/epics/areas of focus.
Build end to end advanced analytics, DSML and AI solutions.
Collect and prepare data. You will help identify the business data needed to produce the most useful insights and future analytics. This would include business line and possible outside sources of data. Ensuring alignment on short-term delivery goals and long-term data and analytic roadmaps with clear articulation of expected value and how the work is to be prioritized.
Validate business implications. You will synthesize analytics-derived insights into easy-to-understand, actionable recommendations that business users can easily understand. Ensure that the insights generated through sophisticated analytics translate to help drive revenue and cost-effective scaling.
Stay abreast of the latest developments and advancements. And how they could impact SullivanCotter.
EDUCATION AND EXPERIENCE REQUIREMENTS
Bachelor’s degree in business, IT, mathematics, statistics or relevant degree program.
10+ years' experience in data analytics or a data scientist or data architect role.
Expertise solution design, problem framing, design thinking, analytics techniques and building solutions.
Skilled at communicating with a variety of methods to include written business cases, data visualizations and infographics.
Demonstrated technical excellence in BI, reporting and analytics tools, analytic solutions (e.g. Power BI, Tableau, R), data visualization, data analytics processing, Python, SQL, AI, and ML.
Experience with the techniques and technologies of data science, along with a comprehensive understanding of the challenges associated with each (e.g. overfitting, model refresh, challenge of acquiring training data, cost of compute, etc.).
Demonstrated communication and influencing skills with business and technical leaders. A talent for boiling complex ideas down to clear, practical choices. Track record of delivering multiple projects with tangible impact.
Extensive experience leading large complex projects, including strategic and tactical planning and implementation, analysis, design, technology selection and deployment.
Results driven–sets aggressive goals and is accountable for continuously driving improved outcomes, leads change, and ensures high standards.
Storytelling: ability to communicate complex ideas in a way that is digestible to broad audience and leads to decision and action.
Track record of developing and implementing innovative highly available, scalable and secure enterprise data and analytic deployments to meet current and future business needs.
BEHAVIORAL ATTRIBUTES
You are passionate about helping organizations drive their success utilizing data.
Skilled storyteller with a passion for data, you will analyze and evaluate data to create innovative advanced analytics to provide the business a competitive edge.
Inquisitive, desire to ask questions and get a deeper understanding of issues (business and data).
Innovative, ability to imagine new analytical solutions to any problem.
Confident, able to challenge perceptions and biases of individuals at every level of the organization in order to enact improvements.
Ability to communicate to both technical and non-technical people. Passion to give others an advantage of understanding by using accessible language.
Business oriented, solid understanding of business requirements and vernacular.
Highly detailed where and when you need to be, able to be less detailed when you need to be.
Curious, stays abreast of current and upcoming technologies and tools.
Applicants for employment must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States (i.e., H1-B visa, F-1 visa (OPT), TN visa or any other non-immigrant status).

Qualified applicants will be afforded equal employment opportunities without discrimination because of race, creed, color, national origin, sex, age, disability or marital status.

Apply Now",4.3,"SullivanCotter
4.3","Minneapolis, MN","Chicago, IL",201 to 500 employees,1992,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Mercer, Korn Ferry, Integrated Healthcare Strategies"
Senior Research Statistician- Data Scientist,$72K-$121K (Glassdoor est.),"Acuity is seeking a Senior Research Statistician- Data Scientist to use statistical knowledge and research skills to solve business problems. The Research Statistician will develop, implement, and interpret statistical models with a strong emphasis on data mining and statistical/predictive modeling. Provides work direction.
ESSENTIAL FUNCTIONS:
Identifies and acquires additional data sources, both internal and external, that can be used to enhance analyses.
Lead the development of analytical models to drive superior business outcomes.
Develop in-depth understanding of drivers for optimization by utilizing statistics and data mining techniques.
Using latest PC tools, develop, enhance and monitor reports and models for other business areas.
Evaluate and use Data Mining Tools.
Support, train, encourage, consult other areas in the company and provide actionable information to management.
Continually monitor database information and future needs.
Explore and acquire data from outside sources.
Use database tools to support other departments
Regular and predictable attendance.
Perform other duties as assigned.
EDUCATION:
Masters/PhD in Statistics, Mathematics, Economics, Operations Research or Computer Science
EXPERIENCE:
5 years P&C insurance, modelling and project leader experience. Programming skills including SAS and R.
OTHER QUALIFICATIONS:
Strong interpersonal, quantitative, problem-solving, computer and conceptual skills.
Aptitude in predictive modeling, multivariate analysis, statistical modeling, data mining techniques and mathematical statistics.
Ability to apply strong programming and data management skills.
Knowledge of and experience with at least one major computer programming language or advanced syntax in a major statistical package.
This job is classified as exempt.",4.8,"Acuity Insurance
4.8","Sheboygan, WI","Sheboygan, WI",1001 to 5000 employees,1925,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1
Senior Data Scientist,$72K-$121K (Glassdoor est.),"Entefy’s Senior Data Scientist is a highly visible position both internally and externally. Join the intelligence revolution, where we can push the state-of-the-art boundaries of data science. This is where deep experience and multi-dimensional insights intersect with an amazing opportunity to shape the future of productivity for people everywhere.

Skills and Experience:
We’re not looking for “good.” Entefy is on a mission to find exceptional talent. The success of our mission depends on our team’s ability to be creatively analytical, insatiably curious, and absolutely fearless in tackling big challenges.
Requirements
Masters or PhD in in Computer Science, Mathematics, Statistics, Engineering, Physics, or related field preferred.
5+ years of relevant experience.
Demonstrable proficiency in Python, Scala, SQL, or R.
Strong data visualization and reporting skills.
Expertise in extracting insights from real-world structured and unstructured datasets.
Proven track record delivering high-value, advanced analytics.
Experience leading the work of other data scientists or analysts is preferred.
Strong communication skills
Startup agility and versatility.
Visit www.entefy.com and www.blog.entefy.com.",4.3,"Entefy
4.3","Palo Alto, CA","Palo Alto, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
DOD Data Scientist/Engineer - Senior,$72K-$121K (Glassdoor est.),"Overview

Guidehouse is a leading management consulting firm serving the public and commercial markets. We guide our clients forward towards new futures that build trust in society and your professional skills along the journey. Join us at Guidehouse.

Responsibilities

In the position of Data Scientist, the incumbent will support the Naval Air Systems Command (NAVAIR) in a once-in-a-generation digital transformation, driving change and devising how data can be integrated, controlled, distributed, and accessed by programs, business units and operators across the enterprise. Guidehouse is seeking an enthusiastic data scientist with the desire to harness data through the application of data science principles, tools, and methods and to share this knowledge as a mentor and coach for others. The individual will support the NAVAIR Digital Group in establishing practical and applied data science practices at NAVAIR, and in solving complex problems that have data driven solutions. This individual will additionally mentor and instruct employees during this process with the goal or sharing their knowledge and growing the data science skill base in Southern Maryland at Patuxent River.

Qualifications

Security Clearance:

Must have an Active Secret Clearance or above.

Responsibilities:

Work with large, complex data sets.
Solve difficult, non-routine analysis problems, applying advanced analytical methods as needed.
Conduct end-to-end analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations.
Build and prototype analysis pipelines iteratively to provide insights at scale.
Develop comprehensive understanding of data structures and metrics advocating for changes where needed for both products development and sales activity.
Interact cross-functionally with a wide variety of people and teams.
Work closely with engineers to identify opportunities for, design, and assess product improvement.
Make business recommendations (e.g. cost-benefit, forecasting, experiment analysis) with effective presentations of findings at multiple levels of stakeholders through visual displays of quantitative information.

:Required Skills

5 years of relevant work experience in data analysis or related field. (e.g., as a statistician / data scientist / computational biologist / bioinformatician).
Experience with statistical software (e.g., R, Python, Julia, MATLAB, pandas) and database languages (e.g., SQL).
Deep expertise and experience with statistical data analysis such as linear models, multivariate analysis, stochastic models, sampling methods.
Applied experience with machine learning on large datasets.
Experience articulating business questions and using mathematical techniques to arrive at an answer using available data. Experience translating analysis results into business recommendations
Able to clearly communicate (speaking and writing) technical concepts to a non-technical audience
Experience with data engineering and data security practices
Experience managing, unifying, and automating dataflows from disparate sources

Required Experience:

Masters Degree (preferred) or Bachelors Degree (required). Heavy preference given to Computer Science, Mathematics, Statistics, Information Science, or a similar quantitative field
5 years related work experience with Masters (7 with Bachelors)
2 to 4 years of programming experience with the ability to write / maintain scripts in Python (or other scripting languages)
Strong understanding of SQL
Working knowledge of data format conversion
Excellent communication skills, both verbal and written.
Ability to work both independently and as part of a team.
Strong problem solving skills.
Ability to maintain a DOD Secret clearance required.

Desired Experience:

MS degree in a quantitative discipline (e.g., statistics, operations research, bioinformatics, economics, computational biology, computer science, mathematics, physics, electrical engineering, industrial engineering).

Additional Requirements

The successful candidate must not be subject to employment restrictions from a former employer (such as a non-compete) that would prevent the candidate from performing the job responsibilities as described.

Disclaimer

About Guidehouse

Guidehouse is an Equal Employment Opportunity / Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, national origin, ancestry, citizenship status, military status, protected veteran status, religion, creed, physical or mental disability, medical condition, marital status, sex, sexual orientation, gender, gender identity or expression, age, genetic information, or any other basis protected by law, ordinance, or regulation.

Guidehouse will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of applicable law or ordinance including the Fair Chance Ordinance of Los Angeles and San Francisco.

If you have visited our website for information about employment opportunities, or to apply for a position, and you require an accommodation, please contact Guidehouse Recruiting at 1-571-633-1711 or via email at RecruitingAccommodation@guidehouse.com. All information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodation.

Guidehouse does not accept unsolicited resumes through or from search firms or staffing agencies. All unsolicited resumes will be considered the property of Guidehouse and Guidehouse will not be obligated to pay a placement fee.

Rewards and Benefits

Guidehouse offers a comprehensive, total rewards package that includes competitive compensation and a flexible benefits package that reflects our commitment to creating a diverse and supportive workplace.

Benefits include:

Medical, Rx, Dental & Vision Insurance

Personal and Family Sick Time & Company Paid Holidays

Parental Leave and Adoption Assistance

401(k) Retirement Plan

Basic Life & Supplemental Life

Health Savings Account, Dental/Vision & Dependent Care Flexible Spending Accounts

Short-Term & Long-Term Disability

Tuition Reimbursement, Personal Development & Learning Opportunities

Skills Development & Certifications

Employee Referral Program

Corporate Sponsored Events & Community Outreach

Emergency Back-Up Childcare Program",3.3,"Guidehouse
3.3","Patuxent River, MD","Washington, DC",5001 to 10000 employees,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
